codigo_municipio,codigo_orgao,codigo_unidade,codigo_funcao,codigo_subfuncao,codigo_programa,codigo_elemento_despesa,modalidade_empenho,valor_empenhado,tipo_processo_licitatorio,estado_empenho,codigo_tipo_negociante,situacao_favorecido
2,6,1,13,122,30,0,0,59550.0,0,0,6,0
2,6,1,13,122,30,1,1,1550.0,0,1,2,0
2,6,1,13,122,30,2,2,1035.0,1,1,1,1
2,6,1,13,122,30,0,0,54195.0,0,0,6,0
2,6,1,13,122,30,3,0,5000.0,0,1,1,1
2,6,1,13,122,30,0,0,30000.0,0,0,6,0
2,6,1,13,122,30,3,0,8000.0,0,1,1,1
2,6,1,13,122,30,0,0,35000.0,0,0,6,0
3,8,1,13,122,61,4,1,1128.1,0,1,1,1
3,8,1,13,122,61,0,1,7003.15,0,1,6,0
3,8,1,13,122,61,0,1,2500.0,0,1,6,0
3,8,1,13,122,61,2,0,1500.0,0,0,1,1
3,8,1,4,122,7,1,1,550.0,0,1,2,0
3,8,1,4,122,7,2,1,248.0,1,1,1,1
3,8,1,13,392,243,5,1,900.0,0,1,1,1
3,8,1,27,812,521,2,1,1750.0,0,1,1,2
3,8,1,27,812,522,6,1,814.0,0,1,2,0
3,8,1,13,392,243,2,1,12000.0,2,1,1,1
3,8,1,13,392,243,2,1,80000.0,2,1,1,1
3,8,1,4,122,7,7,1,2500.0,0,1,6,0
3,8,1,4,122,7,0,1,5003.82,0,1,6,0
3,8,1,4,122,7,0,1,620.1,0,1,6,0
3,8,1,4,122,7,3,0,8000.0,0,2,1,1
3,8,1,4,122,7,2,0,5000.0,0,1,1,1
3,8,1,4,122,7,2,0,3000.0,0,0,1,1
3,8,1,4,122,7,8,0,5000.0,0,1,1,1
3,8,1,4,122,7,2,0,5000.0,0,2,1,1
3,8,1,4,122,7,2,0,3000.0,0,0,1,1
3,8,1,4,122,7,1,1,650.0,0,1,2,0
3,8,1,4,122,7,1,1,1400.0,0,1,2,0
3,8,1,27,812,522,6,1,226.5,0,1,1,1
3,8,1,27,812,521,2,1,1080.0,0,1,1,2
3,8,1,4,122,7,4,1,10271.0,1,1,1,1
3,8,1,4,122,7,2,0,2000.0,0,2,1,1
3,8,1,4,122,7,2,0,2000.0,0,1,1,1
3,8,1,4,122,7,7,1,4200.0,0,1,6,0
3,8,1,4,122,7,2,0,1000.0,0,2,1,1
3,8,1,4,122,7,8,0,7000.0,0,1,1,1
3,8,1,4,122,7,0,1,648.7,0,1,6,0
3,8,1,4,122,7,0,1,10557.36,0,1,6,0
3,8,1,27,812,521,5,1,3860.0,0,1,1,1
3,8,1,27,812,521,1,1,640.0,0,1,2,0
3,8,1,4,122,7,1,1,700.0,0,1,2,0
3,8,1,4,122,7,1,1,1400.0,0,1,2,0
3,8,1,4,122,7,7,1,5879.25,0,1,6,0
3,8,1,4,122,7,8,0,50000.0,0,0,1,1
3,8,1,4,122,7,0,1,675.35,0,1,6,0
3,8,1,4,122,7,0,1,12312.01,0,1,6,0
4,9,1,13,122,30,9,1,240.0,0,1,7,0
4,9,1,13,122,30,9,1,400.0,0,1,7,0
4,9,1,13,122,30,1,1,1200.0,0,1,2,0
4,9,1,13,122,30,2,1,217.02,0,1,1,1
4,9,1,13,122,30,1,1,1800.0,0,1,2,0
4,9,1,13,122,30,1,2,19200.0,3,1,2,0
4,9,1,13,122,30,0,0,400000.0,0,0,6,0
4,9,1,13,122,30,2,0,1000.0,0,0,1,1
4,9,1,13,392,30,10,0,105000.0,0,1,1,1
4,9,1,13,122,30,2,0,10000.0,0,1,1,1
4,9,1,13,122,30,2,0,10000.0,0,0,1,1
4,9,1,13,122,30,1,1,720.0,0,1,2,0
4,9,1,13,122,30,1,1,4000.0,0,1,2,0
4,9,1,13,122,30,2,1,1145.0,0,1,1,2
4,9,1,13,122,30,9,1,100.0,0,1,7,0
4,9,1,13,122,30,9,1,200.0,0,1,7,0
4,9,1,13,122,30,2,1,660.0,0,1,1,1
4,9,1,13,122,30,9,1,100.0,0,1,7,0
4,9,1,13,122,30,9,1,200.0,0,1,7,0
4,9,1,13,122,30,1,2,21600.0,3,1,2,0
4,9,1,13,122,30,0,0,400000.0,0,0,6,0
4,9,1,13,122,30,2,0,2000.0,0,1,1,1
4,9,1,13,122,30,2,1,2000.0,0,1,1,1
4,9,1,13,392,30,10,0,240000.0,0,1,1,1
4,9,1,13,122,30,2,0,20000.0,0,0,1,1
4,8,1,13,122,30,11,1,520.0,0,1,1,1
4,8,1,13,122,30,1,1,170.0,0,1,2,0
4,8,1,13,122,30,11,1,1289.9,0,1,1,1
4,8,1,13,392,30,1,2,21600.0,3,1,2,0
4,8,1,13,122,30,2,0,10000.0,0,0,1,1
4,8,1,13,122,30,0,0,500000.0,0,0,6,0
4,8,1,13,392,30,12,0,120000.0,0,1,1,1
4,8,1,13,122,30,2,0,2000.0,0,1,1,1
4,8,1,13,392,30,1,1,3350.0,0,1,2,0
4,8,1,13,392,30,2,2,171700.0,4,1,1,1
4,8,1,13,392,30,1,2,45600.0,3,1,2,0
4,8,1,13,122,30,0,0,579000.0,0,0,6,0
4,8,1,13,122,30,7,0,165000.0,0,1,6,0
4,8,1,13,392,30,12,0,120000.0,0,1,1,1
4,8,1,13,122,30,2,0,5000.0,0,2,1,1
4,8,1,13,122,30,2,0,7000.0,0,0,1,1
4,8,1,13,122,30,2,0,4000.0,0,0,1,1
5,11,2,13,122,2,9,1,937.0,0,1,7,0
5,11,2,13,122,2,4,1,165.09,0,1,1,3
5,11,2,13,122,2,4,1,1967.68,0,1,1,1
5,11,2,13,392,307,1,1,2200.0,0,1,2,0
5,11,2,13,122,2,8,0,20000.0,0,1,1,1
5,11,2,13,392,307,2,0,32400.0,0,0,1,1
5,11,2,13,122,2,2,2,238.0,0,0,1,1
5,11,2,13,122,2,2,0,2000.0,0,0,1,3
5,11,2,13,122,2,4,1,41.04,0,1,1,1
5,11,2,13,122,2,2,0,3000.0,0,1,1,1
5,11,2,13,122,2,4,1,641.51,0,1,1,1
5,11,2,13,122,2,3,0,15000.0,0,2,1,1
5,11,2,13,122,2,0,0,100000.0,0,1,6,0
5,11,2,13,122,402,9,1,281.1,0,1,7,0
5,11,2,13,122,402,9,1,468.5,0,1,7,0
5,11,2,13,122,402,9,1,281.1,0,1,7,0
5,11,2,13,122,402,2,1,350.0,0,1,1,1
5,11,2,13,122,402,5,1,670.7,0,1,1,1
5,11,2,13,122,402,9,1,281.1,0,1,7,0
5,11,2,13,122,402,9,1,281.1,0,1,7,0
5,11,2,13,122,402,9,1,468.5,0,1,7,0
5,11,2,13,122,402,5,1,202.01,4,1,1,1
5,11,2,13,122,402,5,1,690.35,4,1,1,1
5,11,2,13,122,402,2,1,404.1,1,1,1,1
5,11,2,13,122,402,5,1,464.5,0,1,1,2
5,11,2,27,812,2702,1,1,2350.0,0,1,2,0
5,11,2,13,122,402,2,1,269.4,1,1,1,1
5,11,2,13,122,402,2,0,3000.0,0,0,1,3
5,11,2,13,122,402,8,0,10000.0,0,1,1,1
5,11,2,13,392,1303,1,0,45000.0,0,1,1,1
5,11,2,13,122,402,0,0,300000.0,0,1,6,0
5,11,2,13,122,402,2,2,39500.0,1,1,1,1
5,11,2,13,122,402,4,1,53.16,0,1,1,1
5,11,2,13,122,402,2,0,6000.0,0,1,1,1
5,11,2,13,122,402,2,0,8000.0,0,0,1,1
5,11,2,13,122,402,5,2,4320.0,1,0,1,1
5,11,2,13,122,402,4,1,48.06,0,1,1,1
5,11,2,13,122,402,4,1,2899.63,0,1,1,1
5,11,2,13,122,402,4,1,1600.0,3,1,2,0
5,11,2,13,122,402,4,1,3698.66,0,1,1,1
5,11,2,13,122,402,4,1,7900.0,1,1,1,1
5,11,2,13,122,402,4,1,48.78,0,1,1,1
5,11,2,13,122,402,4,1,343.0,1,1,1,1
5,11,2,13,122,402,2,2,1715.0,1,1,1,1
5,11,2,13,122,402,1,2,14400.0,3,1,2,0
5,11,2,13,122,402,2,0,10000.0,0,1,1,1
5,11,2,13,122,402,8,0,15000.0,0,1,1,1
5,11,2,13,122,402,2,0,1000.0,0,0,1,3
5,11,2,13,122,402,4,1,11200.0,0,1,1,1
5,11,2,13,122,402,4,1,7900.0,0,1,1,1
5,11,2,13,122,402,2,0,3600.0,0,0,1,1
5,11,2,13,122,402,2,0,1000.0,0,0,1,1
5,11,2,13,122,402,0,0,215000.0,0,1,6,0
5,11,2,27,812,2702,13,2,25706.0,0,1,1,1
5,11,2,13,122,402,5,0,532.0,1,0,1,1
5,11,2,13,122,402,4,1,3629.06,0,1,1,1
5,11,2,13,122,402,4,1,585.0,0,1,1,1
5,11,2,13,122,402,4,1,719.76,0,1,1,1
5,11,2,13,122,402,2,1,88.78,0,1,1,1
5,11,2,13,122,402,4,1,263.53,0,1,1,1
5,11,2,13,122,402,4,1,283.2,0,1,1,1
5,11,2,13,122,402,4,1,343.0,0,1,1,1
5,11,2,13,392,1303,2,0,5296.0,1,0,1,1
5,11,2,13,122,402,4,1,6260.0,0,1,1,1
5,11,2,13,122,402,2,0,600.0,0,0,1,1
5,11,2,13,122,402,4,1,55.72,0,1,1,1
5,11,2,13,122,402,4,1,7120.0,0,1,1,1
5,11,2,13,122,402,8,0,25000.0,0,2,1,1
5,11,2,13,122,402,4,1,225.05,0,1,1,1
5,11,2,13,122,402,2,2,1715.0,1,1,1,1
5,11,2,13,392,1303,1,0,50000.0,0,1,1,1
5,11,2,13,122,402,4,1,57.02,0,1,1,1
5,11,2,13,122,402,4,1,76.12,0,1,1,3
5,11,2,13,122,402,4,1,339.8,0,1,1,1
5,11,2,13,122,402,4,1,600.0,0,1,1,1
5,11,2,13,122,402,4,1,600.0,0,1,1,1
5,11,2,13,122,402,4,1,283.2,0,1,1,1
5,11,2,13,122,402,0,0,250000.0,0,1,6,0
5,11,2,27,812,2702,1,1,5380.0,0,1,2,0
5,11,2,13,122,402,2,0,1000.0,0,0,1,3
5,11,2,13,122,402,4,1,80.28,0,1,1,3
5,11,2,13,122,402,2,2,42720.0,1,1,1,1
5,11,2,13,122,402,1,2,14400.0,3,1,2,0
5,11,2,13,122,402,2,2,1699.2,1,1,1,1
5,11,2,13,122,402,4,1,52.41,0,1,1,1
5,11,2,13,122,402,4,1,3376.4,0,2,1,1
5,11,2,13,122,402,4,1,3669.05,0,2,1,1
5,11,2,13,122,402,4,0,2500.0,0,1,2,0
5,11,2,13,122,402,2,0,3600.0,0,0,1,1
5,11,2,13,122,402,2,0,10000.0,0,0,1,1
7,12,2,13,392,22,14,1,3960.0,0,1,1,1
7,12,2,13,392,22,0,1,9963.43,0,1,6,0
7,12,2,13,392,22,15,1,10056.0,0,1,1,1
7,12,2,13,392,22,3,0,11550.0,0,0,1,1
7,12,1,4,122,5,0,1,17884.37,0,1,6,0
7,12,1,4,122,5,5,1,479.8,0,1,1,3
7,12,1,4,122,5,15,1,9055.71,0,1,1,1
7,12,1,4,122,5,3,0,46200.0,0,0,1,1
7,12,2,13,392,22,0,1,10112.06,0,1,6,0
7,12,1,4,122,5,1,1,835.0,0,1,2,0
7,12,1,4,122,5,5,2,18420.0,1,0,1,1
7,12,1,4,122,5,0,1,11999.29,0,1,6,0
7,12,1,4,122,5,2,2,7650.0,1,0,1,1
7,12,1,4,122,5,1,2,7200.0,3,1,2,0
7,12,2,13,392,22,0,0,52429.72,0,1,6,0
7,12,1,4,122,5,2,2,16800.0,1,1,1,1
7,12,1,4,122,5,2,1,718.56,0,1,1,1
7,12,1,4,122,5,7,0,15968.0,0,1,6,0
7,12,1,4,122,5,0,0,35082.88,0,1,6,0
7,12,1,4,122,5,1,2,7200.0,3,1,2,0
7,7,1,12,361,7,2,2,11000.0,1,1,1,1
7,7,1,12,361,7,7,1,5390.0,0,1,6,0
7,7,1,12,361,7,3,1,777.92,0,1,1,1
7,7,1,12,361,7,2,2,27000.0,1,1,1,1
7,7,1,12,361,7,2,2,18000.0,1,0,1,1
7,7,1,12,361,7,2,2,33000.0,1,1,1,1
7,7,1,12,361,7,5,1,895.34,1,1,1,1
7,7,1,12,361,7,9,1,60.0,0,1,2,0
7,7,1,12,361,7,2,1,5500.0,0,1,1,1
7,7,1,12,361,7,2,2,26400.0,1,1,1,1
7,7,3,12,361,9,2,1,480.0,1,1,1,1
7,7,3,12,361,9,2,1,720.0,1,1,1,1
7,7,3,12,361,9,2,1,960.0,1,1,1,1
7,7,3,12,361,9,5,1,4345.0,1,1,1,1
7,7,3,12,361,9,5,1,1460.0,1,1,1,1
7,7,3,12,365,7,16,2,30558.44,3,1,1,1
7,7,3,12,361,9,2,1,720.0,1,1,1,1
7,7,3,12,361,9,2,1,960.0,1,1,1,1
7,7,3,12,361,9,2,1,960.0,1,1,1,1
7,7,3,12,361,7,2,2,15600.0,3,1,1,1
7,7,3,12,361,7,2,1,5178.44,0,1,1,1
7,7,3,12,361,7,9,1,30.0,0,1,2,0
7,7,3,12,361,7,3,1,5294.54,0,1,1,1
7,7,3,12,361,7,3,1,57994.77,0,1,1,1
7,7,3,12,361,7,7,1,2587.09,0,1,6,0
7,7,3,12,361,7,7,1,7243.36,0,1,6,0
7,7,3,12,361,7,7,1,22392.17,0,1,6,0
7,7,3,12,361,7,0,1,243434.35,0,1,6,0
7,7,3,12,361,7,7,1,12219.83,0,1,6,0
7,7,3,12,361,7,0,1,112203.16,0,1,6,0
7,7,3,12,361,7,2,0,2000.0,0,0,1,1
7,7,3,12,361,7,0,1,698.41,0,1,6,0
7,7,3,12,361,7,0,1,1154.82,0,1,6,0
7,7,1,12,361,7,2,2,17400.0,3,0,1,1
7,7,1,12,361,7,2,2,18444.0,1,1,1,1
7,7,1,12,361,7,2,1,1039.9,1,1,1,1
7,7,1,12,361,7,2,2,30600.0,1,1,1,1
7,7,1,12,361,7,2,2,29000.0,1,1,1,1
7,7,1,12,361,7,2,2,48833.34,1,1,1,1
7,7,1,12,361,7,2,2,72600.0,1,1,1,1
7,7,1,12,361,7,2,2,5950.0,1,1,1,1
7,7,1,4,122,5,2,0,1000.0,0,0,1,1
7,7,1,4,122,5,0,1,914.83,0,1,6,0
7,7,3,12,361,7,7,1,6656.66,0,1,6,0
7,7,3,12,361,7,7,1,52316.52,0,1,6,0
7,7,3,12,361,7,7,1,84851.57,0,1,6,0
7,7,3,12,361,7,0,1,103556.01,0,1,6,0
7,7,3,12,361,7,2,0,10000.0,0,1,1,1
7,7,3,12,361,7,2,0,2000.0,0,0,1,1
7,7,3,12,361,7,2,0,10000.0,0,1,1,1
7,7,3,12,361,7,3,1,87004.98,0,1,1,1
7,7,3,12,361,9,5,1,7768.17,0,1,1,1
7,7,3,12,361,9,2,1,5066.6,0,1,1,1
7,7,2,12,361,9,2,1,83.51,0,1,1,3
7,7,1,12,361,7,5,1,1909.62,1,1,1,1
7,7,1,12,361,7,2,1,2051.9,1,1,1,1
7,7,1,12,361,7,2,1,160.0,3,1,1,1
7,7,1,4,122,5,2,2,17040.0,3,0,1,3
7,7,1,12,361,7,2,0,3000.0,0,0,1,1
7,7,1,4,122,5,0,1,9357.02,0,1,6,0
7,7,1,12,361,7,0,1,29287.7,0,1,6,0
7,7,1,4,122,5,0,1,8583.2,0,1,6,0
7,7,1,4,122,5,7,1,1996.0,0,1,6,0
7,7,1,4,122,5,7,1,5390.0,0,1,6,0
7,7,1,4,122,5,0,1,8896.39,0,1,6,0
7,7,1,12,361,7,1,2,7200.0,3,1,2,0
7,7,1,12,361,7,2,0,3000.0,0,0,1,1
7,7,1,12,361,7,2,1,131004.4,0,1,1,1
7,7,1,12,361,7,0,1,23308.83,0,1,6,0
7,7,1,12,361,7,2,0,5000.0,0,0,1,1
8,6,1,4,122,37,5,1,330.0,0,1,1,1
8,6,1,4,122,37,9,1,600.0,0,1,7,0
8,6,1,4,122,37,5,1,778.0,0,1,1,1
8,6,1,4,122,37,12,0,16200.0,0,0,1,1
8,6,1,4,122,37,0,0,980.3,0,1,6,0
8,6,1,13,392,301,16,2,192957.52,1,1,1,1
8,6,1,4,122,37,0,0,83000.0,0,1,6,0
8,6,1,4,122,37,2,0,10000.0,0,0,1,1
8,6,1,4,122,37,5,1,65.0,0,1,1,1
8,6,1,4,122,37,5,1,30.0,0,1,1,1
8,6,1,27,812,616,17,1,400.0,0,1,2,0
8,6,1,4,122,37,5,0,2000.0,1,0,1,1
8,6,1,4,122,37,1,2,3000.0,0,1,2,0
8,6,1,4,122,37,0,0,15000.0,0,1,6,0
8,6,1,4,122,37,0,0,100000.0,0,0,6,0
8,6,1,4,122,37,2,0,15000.0,0,2,1,1
8,6,1,27,812,616,16,1,25675.11,1,1,1,1
8,6,1,4,122,37,5,0,4000.0,1,0,1,1
8,6,1,4,122,37,1,2,3000.0,0,1,2,0
8,6,1,4,122,37,1,2,2400.0,0,1,2,0
8,6,1,4,122,37,0,1,1219.42,0,1,6,0
8,6,1,4,122,37,14,0,15000.0,0,0,1,1
8,6,1,4,122,37,0,1,28000.0,0,0,6,0
8,6,1,4,122,37,5,1,820.0,0,1,1,1
8,6,1,4,122,37,14,1,400.0,0,1,2,0
8,6,1,4,122,37,0,0,150000.0,0,0,6,0
8,6,1,4,122,37,2,1,5400.0,0,1,1,1
8,6,1,4,122,37,1,2,2400.0,0,1,2,0
8,6,1,4,122,37,1,2,3000.0,0,0,2,0
8,6,1,4,122,37,1,2,1200.0,0,1,2,0
8,6,1,4,122,37,5,1,40.0,0,1,1,1
8,6,1,4,122,37,1,1,500.0,0,1,2,0
9,11,10,13,392,22,5,1,1650.0,0,2,1,1
9,11,10,13,122,3,15,1,2069.62,0,1,1,1
9,19,1,13,122,3100,0,0,200000.0,0,1,6,0
9,19,1,13,122,3100,5,1,1650.0,0,1,1,1
9,10,1,13,122,100,0,0,20465.0,0,0,6,0
9,10,1,13,122,100,0,0,229535.0,0,1,6,0
9,10,1,13,122,100,2,1,3000.0,0,1,1,1
9,10,1,28,846,2001,3,0,50000.0,0,1,1,1
9,9,1,13,122,100,2,2,9990.0,1,1,1,1
9,9,1,13,122,100,0,0,10000.0,0,0,6,0
9,9,1,13,122,100,7,0,5000.0,0,1,6,0
9,9,1,13,122,100,0,0,238000.0,0,0,6,0
9,9,1,13,122,100,5,2,515.0,0,1,1,1
9,9,1,13,391,701,11,2,7024.0,0,1,1,1
9,9,1,13,122,100,2,2,1100.0,0,1,1,1
9,9,1,13,391,701,11,2,2280.0,0,1,1,1
9,9,1,13,122,100,5,2,4326.1,0,1,1,1
9,9,1,13,122,100,5,1,5446.7,0,1,1,1
9,9,1,13,122,100,5,2,6326.4,4,1,1,2
9,9,1,13,122,100,2,2,1400.0,0,1,1,1
9,9,1,28,846,2001,3,0,40000.0,0,1,1,1
9,9,1,13,122,100,2,0,2000.0,0,1,1,1
9,9,1,13,122,100,7,0,30000.0,0,1,6,0
9,9,1,13,122,100,0,0,210000.0,0,1,6,0
9,9,1,13,122,100,5,2,2410.0,0,1,1,1
9,9,1,13,122,100,2,2,2370.0,0,1,1,1
9,9,1,13,122,100,2,2,19980.0,1,1,1,1
9,9,1,13,122,100,2,2,3500.0,0,1,1,1
9,9,1,13,122,100,2,1,1.8,0,1,1,1
9,9,1,13,122,100,1,1,3000.0,0,1,2,0
9,9,1,28,846,2001,3,0,45000.0,0,0,1,1
9,9,1,13,122,100,2,1,233.94,0,1,1,1
10,14,1,4,122,100,2,0,500.0,0,0,1,1
10,14,1,4,122,100,4,2,6161.66,0,1,1,1
10,14,1,4,122,100,4,1,1488.6,0,1,1,1
10,14,1,4,122,100,0,0,252000.0,0,0,6,0
10,14,1,4,122,100,7,0,150000.0,0,0,6,0
10,14,1,4,122,100,2,0,2000.0,0,0,1,1
10,14,1,4,122,100,2,0,5000.0,0,2,1,1
10,14,1,4,122,100,1,1,3300.0,0,1,2,0
10,14,1,4,122,100,2,1,2510.0,0,1,1,1
10,14,1,4,122,100,1,1,3000.0,0,1,2,0
10,14,1,4,122,100,5,1,4070.0,0,1,1,1
10,14,1,4,122,100,1,1,2500.0,0,1,2,0
10,14,1,13,392,701,14,1,1000.0,0,1,2,0
10,14,1,4,122,100,2,1,7900.0,0,1,1,1
10,23,1,4,122,100,2,0,1000.0,0,0,1,1
10,23,1,4,122,100,2,0,5000.0,0,1,1,1
10,23,1,4,122,100,2,0,1000.0,0,1,1,1
10,23,1,27,122,100,2,0,800.0,0,1,1,1
10,23,1,4,122,100,1,1,10800.0,0,1,1,1
10,23,1,27,122,100,4,1,1518.78,0,1,1,1
10,23,1,4,122,100,4,1,1695.11,0,1,1,1
10,23,1,27,122,100,4,1,179.05,0,1,1,1
10,23,1,4,122,100,4,1,78721.95,0,1,1,1
10,23,1,4,122,100,4,1,15100.0,0,1,1,1
10,23,1,4,122,100,4,1,6366.67,0,1,1,1
10,23,1,4,122,100,0,0,340000.0,0,1,6,0
10,23,1,4,122,100,7,0,80000.0,0,1,6,0
10,23,1,27,122,100,5,1,1774.0,0,1,1,1
10,23,1,27,122,100,18,1,800.0,0,1,2,0
10,23,1,4,122,100,2,0,1000.0,0,0,1,1
10,23,1,4,122,100,2,0,1000.0,0,1,1,1
10,23,1,27,122,100,2,0,4000.0,0,0,1,1
10,23,1,27,122,100,2,0,20000.0,0,1,1,1
10,23,1,27,122,100,4,2,3000.0,0,0,1,1
10,23,1,4,122,100,4,2,10800.0,0,1,1,1
10,23,1,4,122,100,1,2,10350.0,0,1,1,1
10,23,1,4,122,100,2,1,1700.0,0,1,1,1
10,23,1,4,122,100,2,0,10000.0,0,1,1,1
10,23,1,4,122,100,4,2,3000.0,0,0,1,1
10,23,1,4,122,100,1,2,4800.0,3,1,2,0
10,23,1,4,122,100,0,0,300000.0,0,1,6,0
10,23,1,4,122,100,7,0,90000.0,0,1,6,0
10,23,1,13,392,701,2,2,77000.0,4,1,1,1
10,23,1,13,392,701,2,2,23900.0,4,1,1,1
10,23,1,13,392,701,2,2,24700.0,4,1,1,1
10,23,1,4,122,100,5,1,99.12,4,1,1,1
10,23,1,4,122,100,2,0,15000.0,0,0,1,1
10,23,1,4,122,100,2,0,2000.0,0,0,1,1
10,23,1,27,122,100,2,0,3000.0,0,1,1,1
10,23,1,4,122,100,1,2,11700.0,0,1,1,1
10,23,1,27,122,100,2,1,7000.0,0,1,1,1
10,23,1,4,122,100,1,2,4800.0,3,1,2,0
10,23,1,4,122,100,4,2,2000.0,0,0,1,1
10,23,1,27,122,100,2,0,15000.0,0,0,1,1
10,23,1,27,122,100,4,2,3000.0,0,0,1,1
10,23,1,27,122,100,2,1,3755.0,0,1,1,1
10,23,1,4,122,100,0,0,300000.0,0,1,6,0
10,23,1,4,122,100,7,0,170000.0,0,0,6,0
10,23,1,4,122,100,5,1,4259.18,1,1,1,1
10,23,1,4,122,100,2,0,500.0,0,0,1,1
10,23,1,4,122,100,4,2,15000.0,0,0,1,1
10,23,1,4,122,100,3,0,15000.0,0,0,1,1
10,23,1,27,122,100,5,1,6475.0,0,1,1,1
10,23,1,4,122,100,2,1,3960.0,0,1,1,1
10,23,1,4,122,100,2,2,9000.0,0,1,1,1
10,23,1,4,122,100,5,1,509.0,0,1,1,1
10,23,1,4,122,100,2,2,32000.0,2,1,1,1
10,23,1,13,392,701,2,2,16810.0,0,1,1,1
10,23,1,4,122,100,1,1,1400.0,0,1,2,0
10,23,1,4,122,100,1,1,1450.0,0,1,2,0
10,23,1,4,122,100,1,1,3000.0,0,1,2,0
10,23,1,4,122,100,5,1,524.8,0,1,1,1
10,23,1,4,122,100,5,1,800.0,0,1,1,1
10,23,1,4,122,100,1,1,3000.0,0,1,2,0
10,23,1,4,122,100,1,1,2000.0,0,1,2,0
10,23,1,4,122,100,5,1,1750.0,0,1,2,0
11,7,7,13,392,307,0,0,30000.0,0,1,6,0
11,7,7,13,392,307,1,2,2400.0,0,1,2,0
11,7,7,13,392,307,1,1,500.0,0,1,2,0
11,7,7,27,812,616,16,2,26089.67,0,1,1,1
11,7,7,4,122,3,0,0,50000.0,0,1,6,0
11,7,7,4,122,3,1,2,2550.0,0,1,2,0
11,7,7,4,122,3,1,2,2862.0,0,1,2,0
11,7,7,4,122,3,1,2,2400.0,0,1,2,0
11,7,7,4,122,3,5,1,252.0,0,1,1,1
11,7,7,4,122,3,1,1,5750.0,0,1,2,0
11,7,7,4,122,3,1,1,3250.0,0,1,2,0
11,7,7,4,122,3,9,1,400.0,0,1,7,0
11,7,7,4,122,3,5,1,1485.0,0,1,1,1
11,7,7,4,122,3,0,0,100000.0,0,1,6,0
11,7,7,4,122,3,4,1,740.0,0,1,2,0
11,7,7,4,122,3,9,1,600.0,0,1,7,0
11,7,7,4,122,3,1,2,1800.0,0,1,2,0
11,7,7,4,122,3,1,2,2220.0,0,1,2,0
11,7,7,4,122,3,5,1,600.0,0,1,1,1
11,7,7,4,122,3,1,1,75.0,0,1,2,0
11,7,7,4,122,3,9,1,400.0,0,2,7,0
11,7,7,4,122,3,0,0,100000.0,0,1,6,0
11,7,7,4,122,3,4,1,740.0,0,1,2,0
11,7,7,4,122,3,4,1,500.0,0,1,2,0
11,7,7,4,122,3,4,1,600.0,0,1,2,0
11,7,7,4,122,3,4,1,600.0,0,1,2,0
11,7,7,4,122,3,1,2,1800.0,0,1,2,0
11,7,7,4,122,3,1,2,1500.0,0,1,2,0
11,7,7,4,122,3,1,2,2220.0,0,1,2,0
11,7,7,4,122,3,1,1,335.0,0,1,2,0
11,7,7,4,122,3,4,1,140.0,0,1,2,0
11,7,7,4,122,3,5,1,882.0,0,1,1,1
11,7,7,4,122,3,2,1,14650.0,0,1,1,1
11,7,7,4,122,3,5,1,520.0,0,1,1,1
11,7,7,4,122,3,1,1,205.26,0,1,2,0
11,7,7,4,122,3,9,1,600.0,0,1,7,0
11,7,7,4,122,3,1,1,180.0,0,1,2,0
11,7,7,4,122,3,9,1,150.0,0,1,7,0
11,7,7,4,122,3,2,1,35000.0,0,1,1,1
12,8,1,13,122,61,2,1,450.0,3,1,1,1
12,8,1,13,122,61,1,1,1200.0,3,1,2,0
12,8,1,13,122,61,2,1,1200.0,0,1,1,1
12,8,1,13,122,61,0,1,6593.33,0,1,6,0
12,8,1,13,122,61,19,1,2000.0,1,1,1,1
12,8,1,13,122,61,2,0,400.0,0,1,1,1
12,8,1,13,122,61,3,0,20000.0,0,1,1,1
12,8,1,13,122,61,2,0,200.0,0,1,1,1
12,8,1,13,122,7,5,1,400.0,0,1,1,1
12,8,1,13,122,7,5,1,3355.0,0,1,1,1
12,8,1,13,122,7,4,1,147.36,0,1,1,1
12,8,1,13,122,7,4,1,31.43,0,1,1,1
12,8,1,13,122,7,2,1,2567.0,1,1,1,1
12,8,1,13,122,7,2,1,450.0,3,1,1,1
12,8,1,13,122,7,1,1,1200.0,3,2,2,0
12,8,1,13,122,7,0,1,8734.0,0,1,6,0
12,8,1,13,122,7,2,1,1166.6,1,1,1,1
12,8,1,13,122,7,19,1,2000.0,1,1,1,1
12,8,1,13,122,7,2,0,300.0,0,0,1,1
12,8,1,13,122,7,2,1,1200.0,0,1,1,1
12,8,1,13,122,7,1,1,500.0,0,1,2,0
12,8,1,13,122,7,1,1,700.0,0,1,2,0
12,8,1,13,122,7,3,0,20000.0,0,1,1,1
12,8,1,13,122,7,2,0,100.0,0,1,1,1
12,8,1,13,122,7,2,0,400.0,0,1,1,1
12,8,1,13,122,7,2,1,286.0,1,1,1,1
12,8,1,13,122,7,2,1,1105.2,1,1,1,1
12,8,1,13,122,7,19,1,5200.0,1,1,1,1
12,8,1,13,392,241,2,1,16020.0,3,1,1,1
12,8,1,13,122,7,2,1,1166.6,1,1,1,1
12,8,1,13,122,7,2,1,1200.0,0,1,1,1
12,8,1,13,122,7,1,1,500.0,0,1,2,0
12,8,1,13,122,7,3,0,40000.0,0,0,1,1
12,8,1,13,122,7,2,1,450.0,3,1,1,1
